user_id,nome,documento,telefone,uf,cluster,rec_id,rec_desc,source_rec
user_175,Olivia Melo,372.316.241-75,(25) 56954-1886,PA,GOLD,item_2,Tiodicarbe,top products
user_175,Olivia Melo,372.316.241-75,(25) 56954-1886,PA,GOLD,item_25,Spiromesifen,top products
user_175,Olivia Melo,372.316.241-75,(25) 56954-1886,PA,GOLD,item_32,Buprofezina,top products
user_176,Vinicius Lima,825.887.718-21,(69) 34712-6454,DF,PLATINUM,item_2,Tiodicarbe,top products
user_176,Vinicius Lima,825.887.718-21,(69) 34712-6454,DF,PLATINUM,item_25,Spiromesifen,top products
user_176,Vinicius Lima,825.887.718-21,(69) 34712-6454,DF,PLATINUM,item_32,Buprofezina,top products
user_177,Olivia Barbosa,006.930.558-00,(32) 23597-1079,GO,SILVER,item_2,Tiodicarbe,top products
user_177,Olivia Barbosa,006.930.558-00,(32) 23597-1079,GO,SILVER,item_25,Spiromesifen,top products
user_177,Olivia Barbosa,006.930.558-00,(32) 23597-1079,GO,SILVER,item_32,Buprofezina,top products
user_178,Vinicius Pereira,799.690.938-03,(87) 45640-9611,ES,DIAMOND,item_2,Tiodicarbe,top products
user_178,Vinicius Pereira,799.690.938-03,(87) 45640-9611,ES,DIAMOND,item_25,Spiromesifen,top products
user_178,Vinicius Pereira,799.690.938-03,(87) 45640-9611,ES,DIAMOND,item_32,Buprofezina,top products
user_179,Júlia Almeida,043.975.913-28,(44) 88946-9812,RJ,PLATINUM,item_2,Tiodicarbe,top products
user_179,Júlia Almeida,043.975.913-28,(44) 88946-9812,RJ,PLATINUM,item_25,Spiromesifen,top products
user_179,Júlia Almeida,043.975.913-28,(44) 88946-9812,RJ,PLATINUM,item_32,Buprofezina,top products
user_18,Júlia Ribeiro,094.526.042-27,(19) 62085-5795,MS,GOLD,item_2,Tiodicarbe,top products
user_18,Júlia Ribeiro,094.526.042-27,(19) 62085-5795,MS,GOLD,item_25,Spiromesifen,top products
user_18,Júlia Ribeiro,094.526.042-27,(19) 62085-5795,MS,GOLD,item_32,Buprofezina,top products
user_180,Yasmin Ribeiro,290.180.253-36,(78) 76473-1493,CE,GOLD,item_2,Tiodicarbe,top products
user_180,Yasmin Ribeiro,290.180.253-36,(78) 76473-1493,CE,GOLD,item_25,Spiromesifen,top products
user_180,Yasmin Ribeiro,290.180.253-36,(78) 76473-1493,CE,GOLD,item_32,Buprofezina,top products
user_181,Leonardo Silva,198.488.618-37,(28) 67933-0101,MA,SILVER,item_2,Tiodicarbe,top products
user_181,Leonardo Silva,198.488.618-37,(28) 67933-0101,MA,SILVER,item_25,Spiromesifen,top products
user_181,Leonardo Silva,198.488.618-37,(28) 67933-0101,MA,SILVER,item_32,Buprofezina,top products
user_182,Nicolas Gomes,731.957.398-64,(24) 85854-3082,SE,DIAMOND,item_2,Tiodicarbe,top products
user_182,Nicolas Gomes,731.957.398-64,(24) 85854-3082,SE,DIAMOND,item_25,Spiromesifen,top products
user_182,Nicolas Gomes,731.957.398-64,(24) 85854-3082,SE,DIAMOND,item_32,Buprofezina,top products
user_183,Igor Ribeiro,463.814.014-94,(99) 75752-8208,MT,GOLD,item_2,Tiodicarbe,top products
user_183,Igor Ribeiro,463.814.014-94,(99) 75752-8208,MT,GOLD,item_25,Spiromesifen,top products
user_183,Igor Ribeiro,463.814.014-94,(99) 75752-8208,MT,GOLD,item_32,Buprofezina,top products
user_184,Ana Barbosa,163.088.882-44,(74) 33325-2439,BA,GOLD,item_2,Tiodicarbe,top products
user_184,Ana Barbosa,163.088.882-44,(74) 33325-2439,BA,GOLD,item_25,Spiromesifen,top products
user_184,Ana Barbosa,163.088.882-44,(74) 33325-2439,BA,GOLD,item_32,Buprofezina,top products
user_185,Paulo Pereira,822.100.421-55,(74) 99138-3134,ES,PLATINUM,item_2,Tiodicarbe,top products
user_185,Paulo Pereira,822.100.421-55,(74) 99138-3134,ES,PLATINUM,item_25,Spiromesifen,top products
user_185,Paulo Pereira,822.100.421-55,(74) 99138-3134,ES,PLATINUM,item_32,Buprofezina,top products
user_186,Renata Melo,333.745.631-91,(96) 95246-7937,RS,GOLD,item_5,Malationa,apriori
user_186,Renata Melo,333.745.631-91,(96) 95246-7937,RS,GOLD,item_25,Spiromesifen,apriori
user_186,Renata Melo,333.745.631-91,(96) 95246-7937,RS,GOLD,item_6,Metomil Forte,apriori
user_187,Nicolas Melo,036.333.920-13,(62) 92082-7493,MG,GOLD,item_2,Tiodicarbe,top products
user_187,Nicolas Melo,036.333.920-13,(62) 92082-7493,MG,GOLD,item_25,Spiromesifen,top products
user_187,Nicolas Melo,036.333.920-13,(62) 92082-7493,MG,GOLD,item_32,Buprofezina,top products
user_188,Yasmin Gomes,174.878.444-74,(95) 74782-0049,PB,GOLD,item_2,Tiodicarbe,top products
user_188,Yasmin Gomes,174.878.444-74,(95) 74782-0049,PB,GOLD,item_25,Spiromesifen,top products
user_188,Yasmin Gomes,174.878.444-74,(95) 74782-0049,PB,GOLD,item_32,Buprofezina,top products
user_189,Daniela Silva,004.816.256-94,(72) 55637-0587,MG,SILVER,item_2,Tiodicarbe,top products
user_189,Daniela Silva,004.816.256-94,(72) 55637-0587,MG,SILVER,item_25,Spiromesifen,top products
user_189,Daniela Silva,004.816.256-94,(72) 55637-0587,MG,SILVER,item_32,Buprofezina,top products
user_19,Yasmin Almeida,471.751.484-42,(81) 26130-7819,AC,DIAMOND,item_2,Tiodicarbe,top products
user_19,Yasmin Almeida,471.751.484-42,(81) 26130-7819,AC,DIAMOND,item_25,Spiromesifen,top products
user_19,Yasmin Almeida,471.751.484-42,(81) 26130-7819,AC,DIAMOND,item_32,Buprofezina,top products
user_190,Carlos Almeida,889.618.133-82,(78) 63817-5455,GO,PLATINUM,item_2,Tiodicarbe,top products
user_190,Carlos Almeida,889.618.133-82,(78) 63817-5455,GO,PLATINUM,item_25,Spiromesifen,top products
user_190,Carlos Almeida,889.618.133-82,(78) 63817-5455,GO,PLATINUM,item_32,Buprofezina,top products
user_191,Renata Barbosa,771.438.305-59,(29) 27149-7842,MG,PLATINUM,item_2,Tiodicarbe,top products
user_191,Renata Barbosa,771.438.305-59,(29) 27149-7842,MG,PLATINUM,item_25,Spiromesifen,top products
user_191,Renata Barbosa,771.438.305-59,(29) 27149-7842,MG,PLATINUM,item_32,Buprofezina,top products
user_192,Clara Ribeiro,947.792.127-28,(74) 93632-0853,RS,GOLD,item_2,Tiodicarbe,top products
user_192,Clara Ribeiro,947.792.127-28,(74) 93632-0853,RS,GOLD,item_25,Spiromesifen,top products
user_192,Clara Ribeiro,947.792.127-28,(74) 93632-0853,RS,GOLD,item_32,Buprofezina,top products
user_193,Helena Cardoso,681.194.777-37,(46) 95945-3989,CE,SILVER,item_2,Tiodicarbe,top products
user_193,Helena Cardoso,681.194.777-37,(46) 95945-3989,CE,SILVER,item_25,Spiromesifen,top products
user_193,Helena Cardoso,681.194.777-37,(46) 95945-3989,CE,SILVER,item_32,Buprofezina,top products
user_194,Leonardo Lima,533.036.520-64,(40) 85012-5265,SE,SILVER,item_2,Tiodicarbe,top products
user_194,Leonardo Lima,533.036.520-64,(40) 85012-5265,SE,SILVER,item_25,Spiromesifen,top products
user_194,Leonardo Lima,533.036.520-64,(40) 85012-5265,SE,SILVER,item_32,Buprofezina,top products
user_195,Paulo Almeida,890.691.911-00,(61) 50199-5782,MT,GOLD,item_2,Tiodicarbe,top products
user_195,Paulo Almeida,890.691.911-00,(61) 50199-5782,MT,GOLD,item_25,Spiromesifen,top products
user_195,Paulo Almeida,890.691.911-00,(61) 50199-5782,MT,GOLD,item_32,Buprofezina,top products
user_196,Carlos Gomes,859.726.401-49,(82) 57840-1949,MT,GOLD,item_2,Tiodicarbe,top products
user_196,Carlos Gomes,859.726.401-49,(82) 57840-1949,MT,GOLD,item_25,Spiromesifen,top products
user_196,Carlos Gomes,859.726.401-49,(82) 57840-1949,MT,GOLD,item_32,Buprofezina,top products
user_197,Leonardo Rocha,029.625.412-32,(38) 16191-9289,TO,DIAMOND,item_2,Tiodicarbe,top products
user_197,Leonardo Rocha,029.625.412-32,(38) 16191-9289,TO,DIAMOND,item_25,Spiromesifen,top products
user_197,Leonardo Rocha,029.625.412-32,(38) 16191-9289,TO,DIAMOND,item_32,Buprofezina,top products
user_198,Olivia Almeida,814.257.515-57,(79) 53861-6221,ES,DIAMOND,item_2,Tiodicarbe,top products
user_198,Olivia Almeida,814.257.515-57,(79) 53861-6221,ES,DIAMOND,item_25,Spiromesifen,top products
user_198,Olivia Almeida,814.257.515-57,(79) 53861-6221,ES,DIAMOND,item_32,Buprofezina,top products
user_199,Júlia Pereira,567.476.958-64,(36) 64625-7899,AP,GOLD,item_2,Tiodicarbe,top products
user_199,Júlia Pereira,567.476.958-64,(36) 64625-7899,AP,GOLD,item_25,Spiromesifen,top products
user_199,Júlia Pereira,567.476.958-64,(36) 64625-7899,AP,GOLD,item_32,Buprofezina,top products
user_2,Mariana Melo,930.473.374-15,(95) 57390-6583,RN,PLATINUM,item_2,Tiodicarbe,top products
user_2,Mariana Melo,930.473.374-15,(95) 57390-6583,RN,PLATINUM,item_25,Spiromesifen,top products
user_2,Mariana Melo,930.473.374-15,(95) 57390-6583,RN,PLATINUM,item_32,Buprofezina,top products
user_20,Samuel Costa,146.659.424-61,(34) 63754-7904,RS,SILVER,item_2,Tiodicarbe,top products
user_20,Samuel Costa,146.659.424-61,(34) 63754-7904,RS,SILVER,item_25,Spiromesifen,top products
user_20,Samuel Costa,146.659.424-61,(34) 63754-7904,RS,SILVER,item_32,Buprofezina,top products
user_200,Olivia Martins,530.327.345-34,(58) 79431-4514,PE,DIAMOND,item_2,Tiodicarbe,top products
user_200,Olivia Martins,530.327.345-34,(58) 79431-4514,PE,DIAMOND,item_25,Spiromesifen,top products
user_200,Olivia Martins,530.327.345-34,(58) 79431-4514,PE,DIAMOND,item_32,Buprofezina,top products
user_201,Renata Silva,782.335.837-83,(59) 17862-2654,PA,SILVER,item_2,Tiodicarbe,top products
user_201,Renata Silva,782.335.837-83,(59) 17862-2654,PA,SILVER,item_25,Spiromesifen,top products
user_201,Renata Silva,782.335.837-83,(59) 17862-2654,PA,SILVER,item_32,Buprofezina,top products
user_202,Igor Lima,748.991.997-43,(81) 21577-8216,RJ,DIAMOND,item_2,Tiodicarbe,top products
user_202,Igor Lima,748.991.997-43,(81) 21577-8216,RJ,DIAMOND,item_25,Spiromesifen,top products
user_202,Igor Lima,748.991.997-43,(81) 21577-8216,RJ,DIAMOND,item_32,Buprofezina,top products
user_203,Leonardo Silva,172.292.714-56,(12) 57421-4548,RN,GOLD,item_2,Tiodicarbe,top products
user_203,Leonardo Silva,172.292.714-56,(12) 57421-4548,RN,GOLD,item_25,Spiromesifen,top products
user_203,Leonardo Silva,172.292.714-56,(12) 57421-4548,RN,GOLD,item_32,Buprofezina,top products
user_204,Vinicius Almeida,411.675.681-91,(23) 79342-1522,CE,PLATINUM,item_2,Tiodicarbe,top products
user_204,Vinicius Almeida,411.675.681-91,(23) 79342-1522,CE,PLATINUM,item_25,Spiromesifen,top products
user_204,Vinicius Almeida,411.675.681-91,(23) 79342-1522,CE,PLATINUM,item_32,Buprofezina,top products
user_205,Nicolas Almeida,009.338.865-15,(28) 82947-9919,AM,PLATINUM,item_2,Tiodicarbe,top products
user_205,Nicolas Almeida,009.338.865-15,(28) 82947-9919,AM,PLATINUM,item_25,Spiromesifen,top products
user_205,Nicolas Almeida,009.338.865-15,(28) 82947-9919,AM,PLATINUM,item_32,Buprofezina,top products
user_206,Helena Nascimento,601.552.174-52,(38) 16115-5904,DF,DIAMOND,item_2,Tiodicarbe,top products
user_206,Helena Nascimento,601.552.174-52,(38) 16115-5904,DF,DIAMOND,item_25,Spiromesifen,top products
user_206,Helena Nascimento,601.552.174-52,(38) 16115-5904,DF,DIAMOND,item_32,Buprofezina,top products
user_207,Júlia Silva,991.975.363-73,(15) 54643-2968,MS,PLATINUM,item_2,Tiodicarbe,top products
user_207,Júlia Silva,991.975.363-73,(15) 54643-2968,MS,PLATINUM,item_25,Spiromesifen,top products
user_207,Júlia Silva,991.975.363-73,(15) 54643-2968,MS,PLATINUM,item_32,Buprofezina,top products
user_208,Leonardo Oliveira,067.080.299-47,(89) 74916-8347,RR,PLATINUM,item_2,Tiodicarbe,top products
user_208,Leonardo Oliveira,067.080.299-47,(89) 74916-8347,RR,PLATINUM,item_25,Spiromesifen,top products
user_208,Leonardo Oliveira,067.080.299-47,(89) 74916-8347,RR,PLATINUM,item_32,Buprofezina,top products
user_209,Bruno Melo,707.549.890-46,(39) 25994-7450,MS,DIAMOND,item_2,Tiodicarbe,top products
user_209,Bruno Melo,707.549.890-46,(39) 25994-7450,MS,DIAMOND,item_25,Spiromesifen,top products
user_209,Bruno Melo,707.549.890-46,(39) 25994-7450,MS,DIAMOND,item_32,Buprofezina,top products
user_21,Mariana Ferreira,802.942.405-52,(38) 35669-2586,AP,SILVER,item_2,Tiodicarbe,top products
user_21,Mariana Ferreira,802.942.405-52,(38) 35669-2586,AP,SILVER,item_25,Spiromesifen,top products
user_21,Mariana Ferreira,802.942.405-52,(38) 35669-2586,AP,SILVER,item_32,Buprofezina,top products
user_210,Nicolas Pereira,414.277.767-99,(31) 17777-9084,MG,PLATINUM,item_2,Tiodicarbe,top products
user_210,Nicolas Pereira,414.277.767-99,(31) 17777-9084,MG,PLATINUM,item_25,Spiromesifen,top products
user_210,Nicolas Pereira,414.277.767-99,(31) 17777-9084,MG,PLATINUM,item_32,Buprofezina,top products
user_211,Daniela Melo,293.760.382-61,(18) 62268-0043,PA,GOLD,item_2,Tiodicarbe,top products
user_211,Daniela Melo,293.760.382-61,(18) 62268-0043,PA,GOLD,item_25,Spiromesifen,top products
user_211,Daniela Melo,293.760.382-61,(18) 62268-0043,PA,GOLD,item_32,Buprofezina,top products
user_212,Olivia Ribeiro,031.114.312-50,(72) 39768-0845,PA,SILVER,item_2,Tiodicarbe,top products
user_212,Olivia Ribeiro,031.114.312-50,(72) 39768-0845,PA,SILVER,item_25,Spiromesifen,top products
user_212,Olivia Ribeiro,031.114.312-50,(72) 39768-0845,PA,SILVER,item_32,Buprofezina,top products
user_213,Leonardo Pereira,297.528.945-52,(43) 53950-4841,RO,DIAMOND,item_2,Tiodicarbe,top products
user_213,Leonardo Pereira,297.528.945-52,(43) 53950-4841,RO,DIAMOND,item_25,Spiromesifen,top products
user_213,Leonardo Pereira,297.528.945-52,(43) 53950-4841,RO,DIAMOND,item_32,Buprofezina,top products
user_214,Clara Rocha,778.177.107-29,(91) 80153-7678,MS,GOLD,item_2,Tiodicarbe,top products
user_214,Clara Rocha,778.177.107-29,(91) 80153-7678,MS,GOLD,item_25,Spiromesifen,top products
user_214,Clara Rocha,778.177.107-29,(91) 80153-7678,MS,GOLD,item_32,Buprofezina,top products
user_215,Tatiana Cardoso,984.560.609-10,(45) 15679-6128,MS,DIAMOND,item_2,Tiodicarbe,top products
user_215,Tatiana Cardoso,984.560.609-10,(45) 15679-6128,MS,DIAMOND,item_25,Spiromesifen,top products
user_215,Tatiana Cardoso,984.560.609-10,(45) 15679-6128,MS,DIAMOND,item_32,Buprofezina,top products
user_216,Karen Ribeiro,992.909.781-76,(94) 52254-9979,RJ,DIAMOND,item_2,Tiodicarbe,top products
user_216,Karen Ribeiro,992.909.781-76,(94) 52254-9979,RJ,DIAMOND,item_25,Spiromesifen,top products
user_216,Karen Ribeiro,992.909.781-76,(94) 52254-9979,RJ,DIAMOND,item_32,Buprofezina,top products
user_217,Renata Nascimento,021.595.024-80,(39) 73714-1466,DF,SILVER,item_2,Tiodicarbe,top products
user_217,Renata Nascimento,021.595.024-80,(39) 73714-1466,DF,SILVER,item_25,Spiromesifen,top products
user_217,Renata Nascimento,021.595.024-80,(39) 73714-1466,DF,SILVER,item_32,Buprofezina,top products
user_218,Helena Oliveira,752.766.453-06,(78) 50745-9491,SC,GOLD,item_2,Tiodicarbe,top products
user_218,Helena Oliveira,752.766.453-06,(78) 50745-9491,SC,GOLD,item_25,Spiromesifen,top products
user_218,Helena Oliveira,752.766.453-06,(78) 50745-9491,SC,GOLD,item_32,Buprofezina,top products
user_219,Carlos Lima,513.863.516-45,(24) 96917-6750,PI,SILVER,item_2,Tiodicarbe,top products
user_219,Carlos Lima,513.863.516-45,(24) 96917-6750,PI,SILVER,item_25,Spiromesifen,top products
user_219,Carlos Lima,513.863.516-45,(24) 96917-6750,PI,SILVER,item_32,Buprofezina,top products
user_22,Mariana Costa,125.483.851-34,(52) 59897-1516,RO,GOLD,item_2,Tiodicarbe,top products
user_22,Mariana Costa,125.483.851-34,(52) 59897-1516,RO,GOLD,item_25,Spiromesifen,top products
user_22,Mariana Costa,125.483.851-34,(52) 59897-1516,RO,GOLD,item_32,Buprofezina,top products
user_220,Carlos Oliveira,648.149.322-07,(14) 75918-6354,PI,PLATINUM,item_2,Tiodicarbe,top products
user_220,Carlos Oliveira,648.149.322-07,(14) 75918-6354,PI,PLATINUM,item_25,Spiromesifen,top products
user_220,Carlos Oliveira,648.149.322-07,(14) 75918-6354,PI,PLATINUM,item_32,Buprofezina,top products
user_221,Leonardo Rocha,811.536.247-90,(21) 62740-8093,MT,SILVER,item_2,Tiodicarbe,top products
user_221,Leonardo Rocha,811.536.247-90,(21) 62740-8093,MT,SILVER,item_25,Spiromesifen,top products
user_221,Leonardo Rocha,811.536.247-90,(21) 62740-8093,MT,SILVER,item_32,Buprofezina,top products
user_222,Olivia Barbosa,671.279.280-66,(65) 10263-8798,RR,PLATINUM,item_2,Tiodicarbe,top products
user_222,Olivia Barbosa,671.279.280-66,(65) 10263-8798,RR,PLATINUM,item_25,Spiromesifen,top products
user_222,Olivia Barbosa,671.279.280-66,(65) 10263-8798,RR,PLATINUM,item_32,Buprofezina,top products
user_223,Leonardo Ribeiro,501.559.636-97,(46) 19325-2071,SC,DIAMOND,item_2,Tiodicarbe,top products
user_223,Leonardo Ribeiro,501.559.636-97,(46) 19325-2071,SC,DIAMOND,item_25,Spiromesifen,top products
user_223,Leonardo Ribeiro,501.559.636-97,(46) 19325-2071,SC,DIAMOND,item_32,Buprofezina,top products
user_224,Eduardo Rocha,158.406.407-93,(76) 87641-8207,RJ,PLATINUM,item_2,Tiodicarbe,top products
user_224,Eduardo Rocha,158.406.407-93,(76) 87641-8207,RJ,PLATINUM,item_25,Spiromesifen,top products
user_224,Eduardo Rocha,158.406.407-93,(76) 87641-8207,RJ,PLATINUM,item_32,Buprofezina,top products
user_225,Karen Melo,314.581.584-24,(24) 93895-9946,SE,PLATINUM,item_2,Tiodicarbe,top products
user_225,Karen Melo,314.581.584-24,(24) 93895-9946,SE,PLATINUM,item_25,Spiromesifen,top products
user_225,Karen Melo,314.581.584-24,(24) 93895-9946,SE,PLATINUM,item_32,Buprofezina,top products
user_226,Ana Nascimento,736.176.328-83,(79) 59561-4816,RO,SILVER,item_2,Tiodicarbe,top products
user_226,Ana Nascimento,736.176.328-83,(79) 59561-4816,RO,SILVER,item_25,Spiromesifen,top products
user_226,Ana Nascimento,736.176.328-83,(79) 59561-4816,RO,SILVER,item_32,Buprofezina,top products
user_227,Júlia Lima,619.633.265-49,(98) 60919-4355,AL,SILVER,item_2,Tiodicarbe,top products
user_227,Júlia Lima,619.633.265-49,(98) 60919-4355,AL,SILVER,item_25,Spiromesifen,top products
user_227,Júlia Lima,619.633.265-49,(98) 60919-4355,AL,SILVER,item_32,Buprofezina,top products
user_228,Bruno Lima,131.258.748-14,(67) 62794-8581,RR,DIAMOND,item_2,Tiodicarbe,top products
user_228,Bruno Lima,131.258.748-14,(67) 62794-8581,RR,DIAMOND,item_25,Spiromesifen,top products
user_228,Bruno Lima,131.258.748-14,(67) 62794-8581,RR,DIAMOND,item_32,Buprofezina,top products
user_229,Rafael Ribeiro,761.858.557-10,(91) 35741-2673,RO,DIAMOND,item_2,Tiodicarbe,top products
user_229,Rafael Ribeiro,761.858.557-10,(91) 35741-2673,RO,DIAMOND,item_25,Spiromesifen,top products
user_229,Rafael Ribeiro,761.858.557-10,(91) 35741-2673,RO,DIAMOND,item_32,Buprofezina,top products
user_23,Gabriel Oliveira,470.029.135-66,(39) 65249-3464,RS,GOLD,item_2,Tiodicarbe,top products
user_23,Gabriel Oliveira,470.029.135-66,(39) 65249-3464,RS,GOLD,item_25,Spiromesifen,top products
user_23,Gabriel Oliveira,470.029.135-66,(39) 65249-3464,RS,GOLD,item_32,Buprofezina,top products
user_230,Bruno Costa,375.352.624-75,(19) 37754-7373,ES,GOLD,item_2,Tiodicarbe,top products
user_230,Bruno Costa,375.352.624-75,(19) 37754-7373,ES,GOLD,item_25,Spiromesifen,top products
user_230,Bruno Costa,375.352.624-75,(19) 37754-7373,ES,GOLD,item_32,Buprofezina,top products
user_231,Olivia Silva,353.343.318-29,(72) 28298-2276,PB,DIAMOND,item_2,Tiodicarbe,top products
user_231,Olivia Silva,353.343.318-29,(72) 28298-2276,PB,DIAMOND,item_25,Spiromesifen,top products
user_231,Olivia Silva,353.343.318-29,(72) 28298-2276,PB,DIAMOND,item_32,Buprofezina,top products
user_232,Júlia Melo,512.560.739-89,(40) 67768-0408,SE,SILVER,item_2,Tiodicarbe,top products
user_232,Júlia Melo,512.560.739-89,(40) 67768-0408,SE,SILVER,item_25,Spiromesifen,top products
user_232,Júlia Melo,512.560.739-89,(40) 67768-0408,SE,SILVER,item_32,Buprofezina,top products
user_233,Gabriel Martins,593.712.000-32,(45) 67341-2387,PI,PLATINUM,item_5,Malationa,apriori
user_233,Gabriel Martins,593.712.000-32,(45) 67341-2387,PI,PLATINUM,item_1,"2,4-D",apriori
user_233,Gabriel Martins,593.712.000-32,(45) 67341-2387,PI,PLATINUM,item_9,Dimetoato,apriori
user_234,Ana Martins,198.865.542-12,(67) 44230-4028,SP,GOLD,item_2,Tiodicarbe,top products
user_234,Ana Martins,198.865.542-12,(67) 44230-4028,SP,GOLD,item_25,Spiromesifen,top products
user_234,Ana Martins,198.865.542-12,(67) 44230-4028,SP,GOLD,item_32,Buprofezina,top products
user_235,Eduardo Oliveira,258.802.025-63,(32) 76833-7618,SP,GOLD,item_2,Tiodicarbe,top products
user_235,Eduardo Oliveira,258.802.025-63,(32) 76833-7618,SP,GOLD,item_25,Spiromesifen,top products
user_235,Eduardo Oliveira,258.802.025-63,(32) 76833-7618,SP,GOLD,item_32,Buprofezina,top products
user_236,Leonardo Martins,696.216.290-38,(91) 88344-1499,PR,GOLD,item_2,Tiodicarbe,top products
user_236,Leonardo Martins,696.216.290-38,(91) 88344-1499,PR,GOLD,item_25,Spiromesifen,top products
user_236,Leonardo Martins,696.216.290-38,(91) 88344-1499,PR,GOLD,item_32,Buprofezina,top products
user_237,Daniela Pereira,618.374.670-16,(75) 61786-9153,RJ,GOLD,item_2,Tiodicarbe,top products
user_237,Daniela Pereira,618.374.670-16,(75) 61786-9153,RJ,GOLD,item_25,Spiromesifen,top products
user_237,Daniela Pereira,618.374.670-16,(75) 61786-9153,RJ,GOLD,item_32,Buprofezina,top products
user_238,Leonardo Souza,324.691.440-49,(31) 41315-5277,MA,SILVER,item_2,Tiodicarbe,top products
user_238,Leonardo Souza,324.691.440-49,(31) 41315-5277,MA,SILVER,item_25,Spiromesifen,top products
user_238,Leonardo Souza,324.691.440-49,(31) 41315-5277,MA,SILVER,item_32,Buprofezina,top products
user_239,Nicolas Gomes,791.922.348-52,(70) 79672-7362,RJ,DIAMOND,item_2,Tiodicarbe,top products
user_239,Nicolas Gomes,791.922.348-52,(70) 79672-7362,RJ,DIAMOND,item_25,Spiromesifen,top products
user_239,Nicolas Gomes,791.922.348-52,(70) 79672-7362,RJ,DIAMOND,item_32,Buprofezina,top products
user_24,Paulo Melo,598.143.641-54,(88) 90780-6811,PB,SILVER,item_2,Tiodicarbe,top products
user_24,Paulo Melo,598.143.641-54,(88) 90780-6811,PB,SILVER,item_25,Spiromesifen,top products
user_24,Paulo Melo,598.143.641-54,(88) 90780-6811,PB,SILVER,item_32,Buprofezina,top products
user_240,Olivia Oliveira,499.490.523-35,(93) 18792-8666,RO,GOLD,item_2,Tiodicarbe,top products
user_240,Olivia Oliveira,499.490.523-35,(93) 18792-8666,RO,GOLD,item_25,Spiromesifen,top products
user_240,Olivia Oliveira,499.490.523-35,(93) 18792-8666,RO,GOLD,item_32,Buprofezina,top products
user_241,Nicolas Cardoso,067.368.710-49,(27) 80267-2172,RS,SILVER,item_2,Tiodicarbe,top products
user_241,Nicolas Cardoso,067.368.710-49,(27) 80267-2172,RS,SILVER,item_25,Spiromesifen,top products
user_241,Nicolas Cardoso,067.368.710-49,(27) 80267-2172,RS,SILVER,item_32,Buprofezina,top products
user_242,Carlos Martins,964.301.459-33,(69) 16060-4955,SE,PLATINUM,item_5,Malationa,apriori
user_242,Carlos Martins,964.301.459-33,(69) 16060-4955,SE,PLATINUM,item_25,Spiromesifen,apriori
user_242,Carlos Martins,964.301.459-33,(69) 16060-4955,SE,PLATINUM,item_6,Metomil Forte,apriori
user_243,Vinicius Costa,116.122.197-74,(41) 53554-5760,SC,GOLD,item_2,Tiodicarbe,top products
user_243,Vinicius Costa,116.122.197-74,(41) 53554-5760,SC,GOLD,item_25,Spiromesifen,top products
user_243,Vinicius Costa,116.122.197-74,(41) 53554-5760,SC,GOLD,item_32,Buprofezina,top products
user_244,Bruno Rocha,150.390.295-51,(80) 21927-2281,AP,GOLD,item_2,Tiodicarbe,top products
user_244,Bruno Rocha,150.390.295-51,(80) 21927-2281,AP,GOLD,item_25,Spiromesifen,top products
user_244,Bruno Rocha,150.390.295-51,(80) 21927-2281,AP,GOLD,item_32,Buprofezina,top products
user_245,Eduardo Martins,700.822.864-03,(96) 54819-9142,TO,DIAMOND,item_2,Tiodicarbe,apriori
user_245,Eduardo Martins,700.822.864-03,(96) 54819-9142,TO,DIAMOND,item_5,Malationa,apriori
user_245,Eduardo Martins,700.822.864-03,(96) 54819-9142,TO,DIAMOND,item_25,Spiromesifen,apriori
user_246,Karen Gomes,471.334.482-50,(19) 75214-4258,TO,SILVER,item_2,Tiodicarbe,top products
user_246,Karen Gomes,471.334.482-50,(19) 75214-4258,TO,SILVER,item_25,Spiromesifen,top products
user_246,Karen Gomes,471.334.482-50,(19) 75214-4258,TO,SILVER,item_32,Buprofezina,top products
user_247,Leonardo Lima,334.715.704-22,(80) 83845-2684,SE,DIAMOND,item_2,Tiodicarbe,top products
user_247,Leonardo Lima,334.715.704-22,(80) 83845-2684,SE,DIAMOND,item_25,Spiromesifen,top products
user_247,Leonardo Lima,334.715.704-22,(80) 83845-2684,SE,DIAMOND,item_32,Buprofezina,top products
user_248,Yasmin Oliveira,210.848.516-43,(62) 92360-8787,AL,PLATINUM,item_2,Tiodicarbe,apriori
user_248,Yasmin Oliveira,210.848.516-43,(62) 92360-8787,AL,PLATINUM,item_25,Spiromesifen,apriori
user_248,Yasmin Oliveira,210.848.516-43,(62) 92360-8787,AL,PLATINUM,item_4,Difenoconazol,apriori
user_249,Carlos Martins,309.443.465-83,(76) 75015-0417,BA,PLATINUM,item_2,Tiodicarbe,top products
user_249,Carlos Martins,309.443.465-83,(76) 75015-0417,BA,PLATINUM,item_25,Spiromesifen,top products
user_249,Carlos Martins,309.443.465-83,(76) 75015-0417,BA,PLATINUM,item_32,Buprofezina,top products
user_25,Fernanda Nascimento,698.545.417-50,(32) 27353-3518,GO,GOLD,item_2,Tiodicarbe,top products
user_25,Fernanda Nascimento,698.545.417-50,(32) 27353-3518,GO,GOLD,item_25,Spiromesifen,top products
user_25,Fernanda Nascimento,698.545.417-50,(32) 27353-3518,GO,GOLD,item_32,Buprofezina,top products
user_250,Ana Lima,514.079.728-04,(44) 29002-8220,MG,GOLD,item_2,Tiodicarbe,top products
