user_id,nome,nome,responsavel,documento,telefone,email,cidade,uf,regiao,culturas,cluster,area_total,tipo_solo,praga_comum,safra_principal
user_186,Granja Boa Vista da Melo,Granja Boa Vista da Melo,Renata Melo,333.745.631-91,(96) 95246-7937,granjaboavistadamelo@fazenda.com.br,Cidade RS,RS,Outra,Café / Algodão,GOLD,2800,Latossolo Amarelo,Nematoides,Out-Mar
user_187,Cooperativa São João da Melo,Cooperativa São João da Melo,Nicolas Melo,036.333.920-13,(62) 92082-7493,cooperativasãojoãodamelo@agrocorp.com.br,Cidade MG,MG,Outra,Milho,GOLD,1400,Terra Roxa,Cigarrinha,Abr-Ago
user_188,Fazenda Verde do Gomes,Fazenda Verde do Gomes,Yasmin Gomes,174.878.444-74,(95) 74782-0049,fazendaverdedogomes@ruraltec.com.br,Cidade PB,PB,Outra,Algodão / Cana-de-Açúcar,GOLD,1600,Latossolo Vermelho,Lagarta,Set-Fev
user_189,Granja Lider do Silva,Granja Lider do Silva,Daniela Silva,004.816.256-94,(72) 55637-0587,granjaliderdosilva@agrocorp.com.br,Cidade MG,MG,Outra,Café / Milho,SILVER,1100,Terra Roxa,Lagarta / Ferrugem,Out-Mar
user_19,Fazenda Ouro da Almeida,Fazenda Ouro da Almeida,Yasmin Almeida,471.751.484-42,(81) 26130-7819,fazendaourodaalmeida@agrocorp.com.br,Cidade AC,AC,Outra,Milho,DIAMOND,3300,Latossolo Amarelo,Percevejos,Nov-Abr
user_190,Granja Progresso do Almeida LTDA,Granja Progresso do Almeida LTDA,Carlos Almeida,889.618.133-82,(78) 63817-5455,granjaprogressodoalmeida@agrocorp.com.br,Sorriso,GO,Centro-Oeste,Trigo / Cana-de-Açúcar,PLATINUM,1300,Latossolo Vermelho,Cigarrinha,Abr-Ago
user_191,Fazenda Verde da Barbosa,Fazenda Verde da Barbosa,Renata Barbosa,771.438.305-59,(29) 27149-7842,fazendaverdedabarbosa@agrocorp.com.br,Cidade MG,MG,Outra,Algodão / Soja,PLATINUM,1300,Latossolo Vermelho,Percevejos / Nematoides,Set-Fev
user_192,Chácara Progresso da Ribeiro,Chácara Progresso da Ribeiro,Clara Ribeiro,947.792.127-28,(74) 93632-0853,chácaraprogressodaribeiro@ruraltec.com.br,Cidade RS,RS,Outra,Cana-de-Açúcar / Trigo,GOLD,1200,Latossolo Amarelo,Nematoides / Lagarta,Nov-Abr
user_193,Sítio Verde da Cardoso,Sítio Verde da Cardoso,Helena Cardoso,681.194.777-37,(46) 95945-3989,sítioverdedacardoso@agrocorp.com.br,Cidade CE,CE,Outra,Milho / Trigo,SILVER,1700,Latossolo Vermelho,Ferrugem,Nov-Abr
user_194,Cooperativa São João da Lima,Cooperativa São João da Lima,Leonardo Lima,533.036.520-64,(40) 85012-5265,cooperativasãojoãodalima@fazenda.com.br,Cidade SE,SE,Outra,Trigo,SILVER,2400,Latossolo Amarelo,Cigarrinha,Nov-Abr
user_195,Fazenda Esperança do Almeida,Fazenda Esperança do Almeida,Paulo Almeida,890.691.911-00,(61) 50199-5782,fazendaesperançadoalmeida@fazenda.com.br,Goiânia,MT,Centro-Oeste,Café,GOLD,2100,Latossolo Amarelo,Cigarrinha / Percevejos,Nov-Abr
user_196,Fazenda Horizonte da Gomes Rural,Fazenda Horizonte da Gomes Rural,Carlos Gomes,859.726.401-49,(82) 57840-1949,fazendahorizontedagomesrural@agrocorp.com.br,Sorriso,MT,Centro-Oeste,Soja,GOLD,1700,Latossolo Vermelho,Cigarrinha,Nov-Abr
user_197,Sítio Esperança do Rocha Rural,Sítio Esperança do Rocha Rural,Leonardo Rocha,029.625.412-32,(38) 16191-9289,sítioesperançadorocharural@ruraltec.com.br,Cidade TO,TO,Outra,Soja,DIAMOND,1800,Terra Roxa,Lagarta / Nematoides,Nov-Abr
user_198,Granja Verde da Almeida,Granja Verde da Almeida,Olivia Almeida,814.257.515-57,(79) 53861-6221,granjaverdedaalmeida@agrocorp.com.br,Cidade ES,ES,Outra,Soja / Algodão,DIAMOND,1400,Terra Roxa,Percevejos / Ferrugem,Abr-Ago
user_199,Chácara Ouro da Pereira,Chácara Ouro da Pereira,Júlia Pereira,567.476.958-64,(36) 64625-7899,chácaraourodapereira@fazenda.com.br,Cidade AP,AP,Outra,Algodão,GOLD,2200,Argissolo,Percevejos / Ferrugem,Out-Mar
user_2,Chácara Boa Vista da Melo & Filhos,Chácara Boa Vista da Melo & Filhos,Mariana Melo,930.473.374-15,(95) 57390-6583,chácaraboavistadamelofilhos@agrocorp.com.br,Cidade RN,RN,Nordeste,Trigo / Café,PLATINUM,500,Latossolo Vermelho,Ferrugem / Lagarta,Abr-Ago
user_20,Fazenda Verde da Costa,Fazenda Verde da Costa,Samuel Costa,146.659.424-61,(34) 63754-7904,fazendaverdedacosta@fazenda.com.br,Cidade RS,RS,Outra,Soja / Milho,SILVER,800,Latossolo Amarelo,Ferrugem,Out-Mar
user_200,Chácara Horizonte do Martins,Chácara Horizonte do Martins,Olivia Martins,530.327.345-34,(58) 79431-4514,chácarahorizontedomartins@agrocorp.com.br,Cidade PE,PE,Nordeste,Milho / Café,DIAMOND,2500,Latossolo Vermelho,Ferrugem,Nov-Abr
user_201,Fazenda Boa Vista do Silva,Fazenda Boa Vista do Silva,Renata Silva,782.335.837-83,(59) 17862-2654,fazendaboavistadosilva@agrocorp.com.br,Cidade PA,PA,Norte,Soja,SILVER,600,Neossolo,Cigarrinha / Nematoides,Nov-Abr
user_202,Fazenda São João da Lima,Fazenda São João da Lima,Igor Lima,748.991.997-43,(81) 21577-8216,fazendasãojoãodalima@fazenda.com.br,Cidade RJ,RJ,Outra,Café,DIAMOND,2000,Latossolo Vermelho,Nematoides / Lagarta,Set-Fev
user_203,Agropecuária Horizonte do Silva,Agropecuária Horizonte do Silva,Leonardo Silva,172.292.714-56,(12) 57421-4548,agropecuáriahorizontedosilva@ruraltec.com.br,Cidade RN,RN,Nordeste,Cana-de-Açúcar,GOLD,2600,Argissolo,Lagarta / Percevejos,Set-Fev
user_204,Granja Progresso do Almeida,Granja Progresso do Almeida,Vinicius Almeida,411.675.681-91,(23) 79342-1522,granjaprogressodoalmeida@ruraltec.com.br,Cidade CE,CE,Outra,Cana-de-Açúcar,PLATINUM,500,Neossolo,Lagarta / Ferrugem,Out-Mar
user_205,Granja Lider do Almeida,Granja Lider do Almeida,Nicolas Almeida,009.338.865-15,(28) 82947-9919,granjaliderdoalmeida@ruraltec.com.br,Cidade AM,AM,Outra,Algodão / Trigo,PLATINUM,2300,Neossolo,Nematoides / Percevejos,Set-Fev
user_206,Sítio Horizonte do Nascimento,Sítio Horizonte do Nascimento,Helena Nascimento,601.552.174-52,(38) 16115-5904,sítiohorizontedonascimento@agrocorp.com.br,Cidade DF,DF,Outra,Cana-de-Açúcar / Café,DIAMOND,1000,Argissolo,Percevejos,Nov-Abr
user_207,Sítio Horizonte do Silva,Sítio Horizonte do Silva,Júlia Silva,991.975.363-73,(15) 54643-2968,sítiohorizontedosilva@ruraltec.com.br,Goiânia,MS,Centro-Oeste,Algodão / Cana-de-Açúcar,PLATINUM,2200,Argissolo,Lagarta,Out-Mar
user_208,Agropecuária São João do Oliveira,Agropecuária São João do Oliveira,Leonardo Oliveira,067.080.299-47,(89) 74916-8347,agropecuáriasãojoãodooliveira@ruraltec.com.br,Cidade RR,RR,Norte,Algodão / Milho,PLATINUM,2100,Argissolo,Lagarta / Percevejos,Out-Mar
user_209,Fazenda Verde da Melo,Fazenda Verde da Melo,Bruno Melo,707.549.890-46,(39) 25994-7450,fazendaverdedamelo@ruraltec.com.br,Lucas do Rio Verde,MS,Centro-Oeste,Trigo,DIAMOND,2900,Latossolo Amarelo,Percevejos / Cigarrinha,Out-Mar
user_21,Fazenda Lider da Ferreira,Fazenda Lider da Ferreira,Mariana Ferreira,802.942.405-52,(38) 35669-2586,fazendaliderdaferreira@ruraltec.com.br,Cidade AP,AP,Outra,Café / Trigo,SILVER,1400,Terra Roxa,Percevejos / Lagarta,Abr-Ago
user_210,Chácara Ouro do Pereira,Chácara Ouro do Pereira,Nicolas Pereira,414.277.767-99,(31) 17777-9084,chácaraourodopereira@agrocorp.com.br,Cidade MG,MG,Outra,Soja / Trigo,PLATINUM,1100,Terra Roxa,Nematoides / Cigarrinha,Set-Fev
user_211,Granja Esperança do Melo,Granja Esperança do Melo,Daniela Melo,293.760.382-61,(18) 62268-0043,granjaesperançadomelo@fazenda.com.br,Cidade PA,PA,Norte,Trigo / Algodão,GOLD,1600,Latossolo Amarelo,Lagarta / Percevejos,Nov-Abr
user_212,Granja Esperança do Ribeiro,Granja Esperança do Ribeiro,Olivia Ribeiro,031.114.312-50,(72) 39768-0845,granjaesperançadoribeiro@fazenda.com.br,Cidade PA,PA,Norte,Algodão,SILVER,900,Terra Roxa,Cigarrinha / Lagarta,Set-Fev
user_213,Agropecuária Verde do Pereira,Agropecuária Verde do Pereira,Leonardo Pereira,297.528.945-52,(43) 53950-4841,agropecuáriaverdedopereira@agrocorp.com.br,Cidade RO,RO,Outra,Soja,DIAMOND,3000,Argissolo,Ferrugem,Out-Mar
user_214,Agropecuária Esperança da Rocha Agro,Agropecuária Esperança da Rocha Agro,Clara Rocha,778.177.107-29,(91) 80153-7678,agropecuáriaesperançadarochaagro@ruraltec.com.br,Campo Grande,MS,Centro-Oeste,Algodão,GOLD,2500,Terra Roxa,Ferrugem / Nematoides,Abr-Ago
user_215,Chácara Esperança da Cardoso Agro,Chácara Esperança da Cardoso Agro,Tatiana Cardoso,984.560.609-10,(45) 15679-6128,chácaraesperançadacardosoagro@ruraltec.com.br,Sorriso,MS,Centro-Oeste,Algodão / Milho,DIAMOND,1000,Argissolo,Percevejos,Nov-Abr
user_216,Fazenda Ouro da Ribeiro Agro,Fazenda Ouro da Ribeiro Agro,Karen Ribeiro,992.909.781-76,(94) 52254-9979,fazendaourodaribeiroagro@fazenda.com.br,Cidade RJ,RJ,Outra,Café / Milho,DIAMOND,2100,Argissolo,Cigarrinha / Ferrugem,Set-Fev
user_217,Granja Lider do Nascimento,Granja Lider do Nascimento,Renata Nascimento,021.595.024-80,(39) 73714-1466,granjaliderdonascimento@fazenda.com.br,Cidade DF,DF,Outra,Café,SILVER,1500,Neossolo,Ferrugem / Percevejos,Nov-Abr
user_218,Agropecuária Horizonte do Oliveira,Agropecuária Horizonte do Oliveira,Helena Oliveira,752.766.453-06,(78) 50745-9491,agropecuáriahorizontedooliveira@ruraltec.com.br,Cidade SC,SC,Outra,Trigo,GOLD,1300,Terra Roxa,Lagarta / Percevejos,Out-Mar
user_219,Fazenda Lider do Lima,Fazenda Lider do Lima,Carlos Lima,513.863.516-45,(24) 96917-6750,fazendaliderdolima@agrocorp.com.br,Cidade PI,PI,Nordeste,Trigo / Cana-de-Açúcar,SILVER,900,Latossolo Vermelho,Nematoides,Nov-Abr
user_22,Fazenda Esperança do Costa,Fazenda Esperança do Costa,Mariana Costa,125.483.851-34,(52) 59897-1516,fazendaesperançadocosta@ruraltec.com.br,Cidade RO,RO,Outra,Milho,GOLD,1500,Latossolo Amarelo,Cigarrinha / Ferrugem,Set-Fev
user_220,Cooperativa São João do Oliveira,Cooperativa São João do Oliveira,Carlos Oliveira,648.149.322-07,(14) 75918-6354,cooperativasãojoãodooliveira@agrocorp.com.br,Cidade PI,PI,Nordeste,Cana-de-Açúcar,PLATINUM,500,Latossolo Vermelho,Ferrugem / Percevejos,Set-Fev
user_221,Agropecuária Progresso do Rocha EIRELI,Agropecuária Progresso do Rocha EIRELI,Leonardo Rocha,811.536.247-90,(21) 62740-8093,agropecuáriaprogressodorocha@fazenda.com.br,Goiânia,MT,Centro-Oeste,Algodão,SILVER,1000,Terra Roxa,Lagarta / Percevejos,Nov-Abr
user_222,Cooperativa Horizonte da Barbosa,Cooperativa Horizonte da Barbosa,Olivia Barbosa,671.279.280-66,(65) 10263-8798,cooperativahorizontedabarbosa@fazenda.com.br,Cidade RR,RR,Norte,Algodão / Soja,PLATINUM,700,Latossolo Vermelho,Lagarta,Abr-Ago
user_223,Agropecuária Boa Vista da Ribeiro,Agropecuária Boa Vista da Ribeiro,Leonardo Ribeiro,501.559.636-97,(46) 19325-2071,agropecuáriaboavistadaribeiro@fazenda.com.br,Cidade SC,SC,Outra,Cana-de-Açúcar,DIAMOND,3500,Latossolo Amarelo,Ferrugem / Cigarrinha,Set-Fev
user_224,Sítio Horizonte da Rocha,Sítio Horizonte da Rocha,Eduardo Rocha,158.406.407-93,(76) 87641-8207,sítiohorizontedarocha@ruraltec.com.br,Cidade RJ,RJ,Outra,Milho,PLATINUM,1300,Latossolo Amarelo,Percevejos,Out-Mar
user_225,Granja Boa Vista da Melo,Granja Boa Vista da Melo,Karen Melo,314.581.584-24,(24) 93895-9946,granjaboavistadamelo@ruraltec.com.br,Cidade SE,SE,Outra,Milho,PLATINUM,1300,Neossolo,Lagarta / Ferrugem,Set-Fev
user_226,Cooperativa Lider da Nascimento Agro,Cooperativa Lider da Nascimento Agro,Ana Nascimento,736.176.328-83,(79) 59561-4816,cooperativaliderdanascimentoagro@ruraltec.com.br,Cidade RO,RO,Outra,Café / Algodão,SILVER,1700,Neossolo,Lagarta / Ferrugem,Out-Mar
user_227,Agropecuária Ouro da Lima,Agropecuária Ouro da Lima,Júlia Lima,619.633.265-49,(98) 60919-4355,agropecuáriaourodalima@ruraltec.com.br,Cidade AL,AL,Outra,Trigo / Algodão,SILVER,1000,Latossolo Vermelho,Nematoides,Out-Mar
user_228,Chácara Horizonte do Lima,Chácara Horizonte do Lima,Bruno Lima,131.258.748-14,(67) 62794-8581,chácarahorizontedolima@agrocorp.com.br,Cidade RR,RR,Norte,Algodão / Milho,DIAMOND,1800,Neossolo,Cigarrinha,Out-Mar
user_229,Sítio Horizonte do Ribeiro,Sítio Horizonte do Ribeiro,Rafael Ribeiro,761.858.557-10,(91) 35741-2673,sítiohorizontedoribeiro@ruraltec.com.br,Cidade RO,RO,Outra,Soja,DIAMOND,3300,Neossolo,Percevejos / Cigarrinha,Nov-Abr
user_23,Agropecuária Horizonte da Oliveira,Agropecuária Horizonte da Oliveira,Gabriel Oliveira,470.029.135-66,(39) 65249-3464,agropecuáriahorizontedaoliveira@ruraltec.com.br,Cidade RS,RS,Outra,Café,GOLD,1200,Latossolo Amarelo,Ferrugem,Set-Fev
user_230,Cooperativa São João da Costa Agro,Cooperativa São João da Costa Agro,Bruno Costa,375.352.624-75,(19) 37754-7373,cooperativasãojoãodacostaagro@fazenda.com.br,Cidade ES,ES,Outra,Cana-de-Açúcar,GOLD,1100,Neossolo,Percevejos / Lagarta,Nov-Abr
user_231,Agropecuária Verde do Silva,Agropecuária Verde do Silva,Olivia Silva,353.343.318-29,(72) 28298-2276,agropecuáriaverdedosilva@ruraltec.com.br,Cidade PB,PB,Outra,Milho / Soja,DIAMOND,1400,Neossolo,Nematoides,Set-Fev
user_232,Granja Boa Vista da Melo,Granja Boa Vista da Melo,Júlia Melo,512.560.739-89,(40) 67768-0408,granjaboavistadamelo@agrocorp.com.br,Cidade SE,SE,Outra,Cana-de-Açúcar,SILVER,1900,Latossolo Vermelho,Ferrugem,Out-Mar
user_233,Granja São João da Martins,Granja São João da Martins,Gabriel Martins,593.712.000-32,(45) 67341-2387,granjasãojoãodamartins@agrocorp.com.br,Cidade PI,PI,Nordeste,Algodão,PLATINUM,2400,Terra Roxa,Nematoides / Percevejos,Set-Fev
user_234,Agropecuária Verde da Martins,Agropecuária Verde da Martins,Ana Martins,198.865.542-12,(67) 44230-4028,agropecuáriaverdedamartins@ruraltec.com.br,Cidade SP,SP,Sudeste,Trigo,GOLD,2100,Latossolo Vermelho,Cigarrinha / Nematoides,Nov-Abr
user_235,Agropecuária Lider da Oliveira,Agropecuária Lider da Oliveira,Eduardo Oliveira,258.802.025-63,(32) 76833-7618,agropecuárialiderdaoliveira@agrocorp.com.br,Cidade SP,SP,Sudeste,Cana-de-Açúcar / Soja,GOLD,1700,Latossolo Vermelho,Ferrugem / Nematoides,Out-Mar
user_236,Sítio Boa Vista da Martins,Sítio Boa Vista da Martins,Leonardo Martins,696.216.290-38,(91) 88344-1499,sítioboavistadamartins@agrocorp.com.br,Cidade PR,PR,Sul,Algodão,GOLD,1100,Neossolo,Nematoides,Out-Mar
user_237,Cooperativa Horizonte do Pereira,Cooperativa Horizonte do Pereira,Daniela Pereira,618.374.670-16,(75) 61786-9153,cooperativahorizontedopereira@fazenda.com.br,Cidade RJ,RJ,Outra,Trigo,GOLD,800,Latossolo Vermelho,Lagarta / Ferrugem,Set-Fev
user_238,Granja Esperança da Souza,Granja Esperança da Souza,Leonardo Souza,324.691.440-49,(31) 41315-5277,granjaesperançadasouza@agrocorp.com.br,Cidade MA,MA,Outra,Milho / Cana-de-Açúcar,SILVER,2500,Neossolo,Lagarta,Set-Fev
user_239,Granja Horizonte da Gomes,Granja Horizonte da Gomes,Nicolas Gomes,791.922.348-52,(70) 79672-7362,granjahorizontedagomes@agrocorp.com.br,Cidade RJ,RJ,Outra,Café,DIAMOND,2800,Terra Roxa,Nematoides,Nov-Abr
user_24,Granja Progresso da Melo Agro,Granja Progresso da Melo Agro,Paulo Melo,598.143.641-54,(88) 90780-6811,granjaprogressodameloagro@ruraltec.com.br,Cidade PB,PB,Outra,Algodão / Trigo,SILVER,1800,Latossolo Vermelho,Ferrugem,Out-Mar
user_240,Chácara Boa Vista da Oliveira,Chácara Boa Vista da Oliveira,Olivia Oliveira,499.490.523-35,(93) 18792-8666,chácaraboavistadaoliveira@fazenda.com.br,Cidade RO,RO,Outra,Café / Milho,GOLD,1700,Neossolo,Ferrugem / Percevejos,Out-Mar
user_241,Granja Verde da Cardoso,Granja Verde da Cardoso,Nicolas Cardoso,067.368.710-49,(27) 80267-2172,granjaverdedacardoso@fazenda.com.br,Cidade RS,RS,Outra,Algodão,SILVER,1000,Terra Roxa,Percevejos / Nematoides,Set-Fev
user_242,Sítio Boa Vista da Martins,Sítio Boa Vista da Martins,Carlos Martins,964.301.459-33,(69) 16060-4955,sítioboavistadamartins@agrocorp.com.br,Cidade SE,SE,Outra,Milho,PLATINUM,1100,Terra Roxa,Nematoides,Abr-Ago
user_243,Agropecuária Lider do Costa,Agropecuária Lider do Costa,Vinicius Costa,116.122.197-74,(41) 53554-5760,agropecuárialiderdocosta@fazenda.com.br,Cidade SC,SC,Outra,Café / Trigo,GOLD,2900,Argissolo,Lagarta / Cigarrinha,Out-Mar
user_244,Cooperativa Boa Vista da Rocha,Cooperativa Boa Vista da Rocha,Bruno Rocha,150.390.295-51,(80) 21927-2281,cooperativaboavistadarocha@agrocorp.com.br,Cidade AP,AP,Outra,Soja,GOLD,2900,Neossolo,Ferrugem,Nov-Abr
user_245,Granja Lider do Martins,Granja Lider do Martins,Eduardo Martins,700.822.864-03,(96) 54819-9142,granjaliderdomartins@ruraltec.com.br,Cidade TO,TO,Outra,Soja,DIAMOND,2300,Argissolo,Percevejos / Ferrugem,Set-Fev
user_246,Fazenda Lider do Gomes,Fazenda Lider do Gomes,Karen Gomes,471.334.482-50,(19) 75214-4258,fazendaliderdogomes@agrocorp.com.br,Cidade TO,TO,Outra,Soja,SILVER,1100,Argissolo,Percevejos / Lagarta,Set-Fev
user_247,Fazenda Lider do Lima,Fazenda Lider do Lima,Leonardo Lima,334.715.704-22,(80) 83845-2684,fazendaliderdolima@fazenda.com.br,Cidade SE,SE,Outra,Café / Algodão,DIAMOND,900,Latossolo Vermelho,Ferrugem / Cigarrinha,Out-Mar
user_248,Sítio Ouro da Oliveira,Sítio Ouro da Oliveira,Yasmin Oliveira,210.848.516-43,(62) 92360-8787,sítioourodaoliveira@agrocorp.com.br,Cidade AL,AL,Outra,Algodão,PLATINUM,600,Argissolo,Nematoides,Abr-Ago
user_249,Chácara Progresso do Martins,Chácara Progresso do Martins,Carlos Martins,309.443.465-83,(76) 75015-0417,chácaraprogressodomartins@agrocorp.com.br,Cidade BA,BA,Nordeste,Soja / Trigo,PLATINUM,600,Terra Roxa,Nematoides / Percevejos,Set-Fev
user_25,Granja São João da Nascimento & Filhos,Granja São João da Nascimento & Filhos,Fernanda Nascimento,698.545.417-50,(32) 27353-3518,granjasãojoãodanascimentofilhos@fazenda.com.br,Sorriso,GO,Centro-Oeste,Trigo,GOLD,1300,Latossolo Amarelo,Percevejos,Out-Mar
user_250,Sítio Horizonte do Lima,Sítio Horizonte do Lima,Ana Lima,514.079.728-04,(44) 29002-8220,sítiohorizontedolima@fazenda.com.br,Cidade MG,MG,Outra,Algodão,GOLD,2100,Latossolo Vermelho,Ferrugem / Cigarrinha,Abr-Ago
user_251,Granja Ouro da Lima,Granja Ouro da Lima,Paulo Lima,610.000.423-68,(67) 49842-7096,granjaourodalima@agrocorp.com.br,Cidade PA,PA,Norte,Soja,SILVER,800,Latossolo Amarelo,Cigarrinha / Lagarta,Out-Mar
user_252,Chácara Progresso do Ferreira,Chácara Progresso do Ferreira,Yasmin Ferreira,723.021.541-46,(66) 78466-9135,chácaraprogressodoferreira@fazenda.com.br,Cidade TO,TO,Outra,Algodão / Soja,PLATINUM,1800,Latossolo Vermelho,Lagarta / Percevejos,Out-Mar
user_253,Sítio Ouro do Lima,Sítio Ouro do Lima,Vinicius Lima,825.977.244-30,(32) 28958-3653,sítioourodolima@agrocorp.com.br,Cidade DF,DF,Outra,Cana-de-Açúcar / Café,DIAMOND,2900,Terra Roxa,Percevejos / Lagarta,Nov-Abr
user_254,Cooperativa Progresso da Pereira,Cooperativa Progresso da Pereira,Tatiana Pereira,850.033.141-60,(41) 91027-0023,cooperativaprogressodapereira@agrocorp.com.br,Cidade RN,RN,Nordeste,Soja,GOLD,2800,Argissolo,Lagarta / Nematoides,Set-Fev
user_255,Agropecuária Ouro da Melo,Agropecuária Ouro da Melo,Daniela Melo,117.078.775-17,(55) 24576-3678,agropecuáriaourodamelo@ruraltec.com.br,Cidade PI,PI,Nordeste,Café,SILVER,1700,Latossolo Amarelo,Ferrugem,Abr-Ago
user_256,Cooperativa Progresso do Ferreira LTDA,Cooperativa Progresso do Ferreira LTDA,Samuel Ferreira,737.869.227-83,(69) 71734-7694,cooperativaprogressodoferreira@ruraltec.com.br,Cidade RS,RS,Outra,Cana-de-Açúcar / Soja,DIAMOND,900,Latossolo Amarelo,Lagarta,Abr-Ago
user_257,Agropecuária Ouro do Souza,Agropecuária Ouro do Souza,Eduardo Souza,564.149.886-02,(55) 70470-4889,agropecuáriaourodosouza@fazenda.com.br,Cidade ES,ES,Outra,Soja,GOLD,1200,Argissolo,Ferrugem / Lagarta,Abr-Ago
user_258,Granja São João do Barbosa,Granja São João do Barbosa,Leonardo Barbosa,940.270.615-59,(25) 25249-3355,granjasãojoãodobarbosa@agrocorp.com.br,Cidade AL,AL,Outra,Trigo,PLATINUM,800,Argissolo,Cigarrinha,Abr-Ago
user_259,Agropecuária Lider da Barbosa Comércio,Agropecuária Lider da Barbosa Comércio,Karen Barbosa,926.704.807-28,(62) 86633-1882,agropecuárialiderdabarbosacomércio@agrocorp.com.br,Cidade AL,AL,Outra,Milho,SILVER,1300,Terra Roxa,Lagarta / Percevejos,Nov-Abr
user_26,Chácara Boa Vista da Oliveira,Chácara Boa Vista da Oliveira,Carlos Oliveira,610.756.546-52,(38) 29641-2402,chácaraboavistadaoliveira@agrocorp.com.br,Cidade PR,PR,Sul,Cana-de-Açúcar,GOLD,1200,Latossolo Amarelo,Cigarrinha,Set-Fev
user_260,Chácara São João da Oliveira,Chácara São João da Oliveira,Bruno Oliveira,193.465.056-25,(64) 74341-3076,chácarasãojoãodaoliveira@ruraltec.com.br,Cidade PI,PI,Nordeste,Soja / Trigo,SILVER,1100,Terra Roxa,Ferrugem / Percevejos,Out-Mar
user_261,Agropecuária Lider da Silva,Agropecuária Lider da Silva,Paulo Silva,142.339.307-29,(21) 55594-0277,agropecuárialiderdasilva@fazenda.com.br,Cidade PR,PR,Sul,Milho,GOLD,2800,Latossolo Amarelo,Lagarta / Percevejos,Out-Mar
user_262,Chácara Lider do Barbosa,Chácara Lider do Barbosa,Eduardo Barbosa,240.364.942-87,(21) 46062-8950,chácaraliderdobarbosa@ruraltec.com.br,Cidade PA,PA,Norte,Trigo,GOLD,2700,Terra Roxa,Nematoides,Out-Mar
user_263,Sítio Progresso da Costa,Sítio Progresso da Costa,Mariana Costa,229.122.282-68,(47) 66094-7425,sítioprogressodacosta@agrocorp.com.br,Goiânia,MS,Centro-Oeste,Algodão / Trigo,GOLD,2800,Latossolo Vermelho,Percevejos / Lagarta,Set-Fev
user_264,Granja Esperança do Barbosa Agro,Granja Esperança do Barbosa Agro,Yasmin Barbosa,793.934.943-00,(57) 68991-3964,granjaesperançadobarbosaagro@agrocorp.com.br,Cidade TO,TO,Outra,Soja,DIAMOND,800,Latossolo Amarelo,Ferrugem / Cigarrinha,Nov-Abr
user_265,Granja Esperança da Melo,Granja Esperança da Melo,Clara Melo,029.232.656-16,(50) 42674-2529,granjaesperançadamelo@agrocorp.com.br,Cidade SE,SE,Outra,Soja / Café,PLATINUM,1000,Latossolo Amarelo,Cigarrinha / Ferrugem,Set-Fev
user_266,Fazenda Lider do Costa EIRELI,Fazenda Lider do Costa EIRELI,Tatiana Costa,166.411.058-08,(30) 12351-8067,fazendaliderdocosta@agrocorp.com.br,Cidade PA,PA,Norte,Café / Algodão,PLATINUM,2500,Neossolo,Nematoides / Cigarrinha,Set-Fev
user_267,Sítio Verde do Melo,Sítio Verde do Melo,Gabriel Melo,251.676.691-95,(71) 91142-8830,sítioverdedomelo@fazenda.com.br,Cidade PI,PI,Nordeste,Algodão,GOLD,1900,Latossolo Vermelho,Percevejos / Ferrugem,Set-Fev
user_268,Cooperativa Verde da Gomes,Cooperativa Verde da Gomes,Paulo Gomes,805.767.182-22,(14) 50209-8609,cooperativaverdedagomes@agrocorp.com.br,Cidade RJ,RJ,Outra,Café,GOLD,2400,Terra Roxa,Percevejos / Ferrugem,Set-Fev
user_269,Fazenda Progresso do Lima & Filhos,Fazenda Progresso do Lima & Filhos,Daniela Lima,366.459.722-40,(73) 74433-6114,fazendaprogressodolimafilhos@fazenda.com.br,Cidade RS,RS,Outra,Cana-de-Açúcar,DIAMOND,2500,Neossolo,Lagarta / Cigarrinha,Nov-Abr
user_27,Sítio São João da Almeida,Sítio São João da Almeida,Nicolas Almeida,692.673.997-67,(63) 53743-7552,sítiosãojoãodaalmeida@agrocorp.com.br,Cidade SP,SP,Sudeste,Café,PLATINUM,1700,Terra Roxa,Lagarta,Set-Fev
user_270,Agropecuária Verde da Souza,Agropecuária Verde da Souza,Olivia Souza,909.678.754-05,(33) 70737-8713,agropecuáriaverdedasouza@fazenda.com.br,Cidade RR,RR,Norte,Soja,GOLD,2100,Latossolo Vermelho,Percevejos,Nov-Abr
user_271,Sítio Lider da Barbosa LTDA,Sítio Lider da Barbosa LTDA,Eduardo Barbosa,861.814.628-13,(62) 29184-4117,sítioliderdabarbosa@ruraltec.com.br,Cidade ES,ES,Outra,Algodão,GOLD,800,Argissolo,Lagarta / Percevejos,Nov-Abr
user_272,Fazenda Boa Vista da Ferreira & Filhos,Fazenda Boa Vista da Ferreira & Filhos,Paulo Ferreira,436.188.028-63,(40) 81635-6143,fazendaboavistadaferreirafilhos@agrocorp.com.br,Cidade PE,PE,Nordeste,Cana-de-Açúcar,SILVER,800,Argissolo,Nematoides / Cigarrinha,Nov-Abr
user_273,Fazenda Ouro da Ribeiro Comércio,Fazenda Ouro da Ribeiro Comércio,Vinicius Ribeiro,571.276.675-71,(11) 94317-2495,fazendaourodaribeirocomércio@ruraltec.com.br,Cidade BA,BA,Nordeste,Trigo / Café,DIAMOND,3300,Neossolo,Lagarta / Ferrugem,Out-Mar
