user_id,nome,documento,telefone,uf,cluster
user_348,Júlia Nascimento,183.226.739-74,(73) 37606-8583,RS,DIAMOND
user_349,Bruno Silva,178.736.429-47,(65) 24634-8032,SC,PLATINUM
user_350,Clara Lima,396.240.941-09,(74) 26205-7012,MS,DIAMOND
user_351,Daniela Ribeiro,594.945.757-78,(19) 50785-3739,BA,SILVER
user_352,Carlos Almeida,801.354.905-65,(86) 77520-5447,RO,SILVER
user_353,Vinicius Melo,784.281.691-12,(63) 30007-9683,SC,SILVER
user_354,Daniela Silva,572.792.177-62,(41) 31191-2766,ES,GOLD
user_355,Paulo Lima,716.300.768-14,(60) 96938-8760,BA,SILVER
user_356,Júlia Nascimento,202.032.046-46,(39) 80573-9558,PB,SILVER
user_357,Eduardo Barbosa,826.902.923-52,(83) 53150-3441,CE,PLATINUM
user_358,Ana Costa,519.223.256-00,(20) 34067-7064,MG,DIAMOND
user_359,Bruno Melo,250.048.974-26,(91) 55673-0964,TO,SILVER
user_360,Gabriel Melo,976.572.066-59,(83) 97431-3662,RJ,PLATINUM
user_361,Fernanda Costa,931.514.904-50,(73) 74868-1278,TO,SILVER
user_362,Daniela Barbosa,499.096.121-34,(46) 95032-1091,AP,DIAMOND
user_363,Júlia Ferreira,336.986.511-39,(77) 30316-1215,BA,GOLD
user_364,Yasmin Melo,894.300.058-04,(70) 48480-2479,RS,GOLD
user_365,Helena Ferreira,234.877.054-49,(81) 67679-4328,PI,SILVER
user_366,Bruno Ribeiro,076.554.694-61,(88) 82338-6800,PB,SILVER
user_367,Renata Melo,767.512.147-96,(17) 69997-1988,AP,SILVER
user_368,Tatiana Oliveira,615.327.141-04,(66) 47615-3056,SE,GOLD
user_369,Júlia Pereira,477.064.113-67,(22) 71836-8716,MG,GOLD
user_370,Renata Barbosa,162.967.965-48,(35) 67738-1265,TO,DIAMOND
user_371,Tatiana Barbosa,704.002.187-18,(35) 68185-6884,MT,DIAMOND
user_372,Helena Souza,173.278.620-30,(20) 12525-8820,MG,GOLD
user_373,Igor Almeida,498.268.990-10,(22) 62399-7981,AM,PLATINUM
user_374,Renata Ribeiro,369.338.073-58,(80) 53141-3255,BA,GOLD
user_375,Gabriel Almeida,820.631.459-79,(39) 95767-7404,PR,GOLD
user_376,Renata Ferreira,738.926.744-29,(14) 57526-0791,SE,PLATINUM
user_377,Renata Ribeiro,062.145.699-27,(85) 77730-3250,PE,SILVER
user_378,Júlia Nascimento,802.894.491-97,(97) 71202-3001,RS,GOLD
user_379,Eduardo Silva,950.003.543-50,(42) 71834-3917,SC,DIAMOND
user_380,Ana Ribeiro,583.127.811-58,(75) 62434-8249,MT,PLATINUM
user_381,Clara Oliveira,721.165.668-46,(86) 84079-0630,MT,DIAMOND
user_382,Karen Costa,484.532.737-89,(89) 98811-0253,RR,PLATINUM
user_383,Nicolas Ferreira,986.724.336-12,(58) 11298-1894,RO,SILVER
user_384,Igor Costa,098.922.632-49,(13) 55252-9292,AL,DIAMOND
user_385,Carlos Melo,429.682.990-03,(57) 35731-0048,MT,PLATINUM
user_386,Igor Melo,348.225.606-79,(84) 35382-2152,PI,SILVER
user_387,Clara Barbosa,650.283.599-30,(26) 87074-0927,PR,SILVER
user_388,Helena Oliveira,996.209.566-07,(22) 50131-1396,AP,DIAMOND
user_389,Helena Martins,058.009.671-99,(14) 37325-1176,CE,SILVER
user_390,Olivia Rocha,715.630.259-99,(80) 68173-9655,MT,PLATINUM
user_391,Renata Souza,916.604.772-27,(99) 20557-6301,CE,PLATINUM
user_392,Helena Almeida,837.320.628-70,(11) 52564-3338,RS,DIAMOND
user_393,Olivia Nascimento,811.797.533-03,(41) 81873-6944,SE,GOLD
user_394,Samuel Ribeiro,180.648.577-36,(57) 12612-3710,MT,GOLD
user_395,Eduardo Pereira,374.591.223-52,(89) 54654-1908,PA,SILVER
user_396,Renata Silva,599.742.487-12,(61) 63269-7071,GO,DIAMOND
user_397,Renata Oliveira,532.928.861-32,(42) 24623-9277,RS,DIAMOND
user_398,Yasmin Almeida,357.942.257-74,(67) 55696-6127,AP,SILVER
user_399,Nicolas Ferreira,563.774.314-33,(39) 38062-9884,AP,DIAMOND
user_400,Igor Barbosa,298.096.609-42,(34) 79955-6266,MS,PLATINUM
user_401,Gabriel Rocha,161.546.949-56,(71) 28269-6966,AP,PLATINUM
user_402,Olivia Nascimento,093.733.510-85,(68) 65068-1645,RS,SILVER
user_403,Renata Silva,562.427.144-76,(58) 10780-3987,RJ,GOLD
user_404,Fernanda Silva,562.700.497-98,(50) 77996-8750,RN,PLATINUM
user_405,Rafael Rocha,134.184.710-62,(69) 85363-3891,AP,SILVER
user_406,Bruno Ferreira,882.903.416-70,(61) 55971-2468,SC,SILVER
user_407,Júlia Barbosa,715.754.106-80,(89) 73326-7920,RJ,DIAMOND
user_408,Mariana Ferreira,380.855.835-55,(68) 41729-7154,CE,SILVER
user_409,Igor Pereira,651.436.180-80,(45) 85046-5202,MG,SILVER
user_410,Karen Rocha,617.961.865-89,(54) 34163-4685,DF,GOLD
user_411,Clara Ribeiro,157.820.039-54,(84) 40745-4731,ES,DIAMOND
user_412,Paulo Rocha,761.754.705-00,(78) 23904-4281,PE,DIAMOND
user_413,Igor Melo,322.731.457-84,(67) 45376-7485,RN,SILVER
user_414,Paulo Costa,398.280.159-60,(40) 98538-9943,RR,SILVER
user_415,Olivia Nascimento,869.209.611-19,(18) 20905-9793,RJ,DIAMOND
user_416,Vinicius Rocha,484.372.744-28,(56) 50272-8111,MG,GOLD
user_417,Helena Ferreira,534.284.353-43,(65) 32671-1322,PB,PLATINUM
user_418,Helena Ribeiro,557.040.736-44,(48) 49960-6600,RJ,GOLD
user_419,Ana Lima,882.273.079-20,(27) 82413-5953,AM,DIAMOND
user_420,Júlia Lima,559.450.736-37,(60) 44695-5128,GO,PLATINUM
user_421,Igor Lima,231.237.654-87,(24) 37655-5630,SE,GOLD
user_422,Igor Ribeiro,518.419.680-06,(13) 76892-2303,RJ,GOLD
user_423,Vinicius Oliveira,165.036.261-87,(77) 46014-6935,MA,DIAMOND
user_424,Paulo Cardoso,755.785.723-01,(25) 96344-0415,AP,DIAMOND
user_425,Vinicius Rocha,122.400.699-21,(94) 46792-3357,MS,DIAMOND
user_426,Gabriel Oliveira,737.356.764-06,(89) 82987-8845,ES,PLATINUM
user_427,Rafael Pereira,466.684.436-07,(34) 88024-8010,PI,SILVER
user_428,Nicolas Silva,973.841.709-09,(81) 72215-0813,CE,DIAMOND
user_429,Ana Cardoso,509.909.896-28,(46) 51889-7693,CE,SILVER
user_430,Júlia Pereira,085.559.453-70,(40) 87237-2986,PA,SILVER
user_431,Ana Barbosa,701.099.243-45,(31) 36355-1071,TO,DIAMOND
user_432,Yasmin Almeida,095.698.427-66,(32) 36714-9829,BA,GOLD
user_433,Helena Lima,009.651.333-48,(62) 50844-2733,ES,SILVER
user_434,Tatiana Oliveira,417.284.449-85,(89) 35493-1656,CE,SILVER
user_435,Ana Oliveira,061.282.611-46,(64) 55143-6098,MA,GOLD
user_436,Gabriel Barbosa,198.231.688-94,(46) 38824-0291,PE,GOLD
user_437,Mariana Barbosa,294.411.555-02,(44) 60935-9735,MA,GOLD
user_438,Fernanda Martins,424.208.025-88,(69) 48805-9928,PA,SILVER
user_439,Daniela Souza,787.473.268-28,(37) 13027-9574,PB,GOLD
user_440,Samuel Rocha,948.178.609-21,(25) 59377-8855,DF,PLATINUM
user_441,Rafael Ferreira,936.030.677-08,(74) 83238-0530,AM,PLATINUM
user_442,Olivia Barbosa,427.636.790-18,(57) 97862-4094,RO,DIAMOND
user_443,Samuel Almeida,992.232.298-22,(94) 89453-2264,AL,SILVER
user_444,Carlos Souza,093.611.448-62,(90) 66844-8810,PA,DIAMOND
user_445,Tatiana Lima,689.997.702-85,(83) 44138-3443,SE,PLATINUM
user_446,Carlos Ferreira,864.319.651-55,(42) 83965-3233,MT,DIAMOND
user_447,Carlos Gomes,176.592.596-53,(90) 26525-8774,RJ,SILVER
user_448,Paulo Souza,935.548.067-82,(18) 23729-9223,MS,GOLD
user_449,Eduardo Costa,049.595.869-16,(69) 23490-2626,MG,SILVER
user_450,Carlos Silva,167.036.932-79,(90) 92790-2522,AP,DIAMOND
user_451,Carlos Gomes,859.556.734-12,(22) 42287-8076,MT,DIAMOND
user_452,Ana Cardoso,975.352.982-97,(65) 51727-2004,ES,PLATINUM
user_453,Nicolas Pereira,697.682.480-98,(55) 41408-3622,RO,SILVER
user_454,Renata Ribeiro,303.014.456-50,(80) 25054-5582,CE,SILVER
user_455,Leonardo Oliveira,006.085.901-65,(73) 84130-9460,RO,DIAMOND
user_456,Clara Ferreira,191.437.654-25,(62) 32238-3690,SE,SILVER
user_457,Karen Melo,928.016.217-19,(37) 58286-2044,AM,PLATINUM
user_458,Leonardo Oliveira,662.265.928-62,(71) 84451-3257,AP,GOLD
user_459,Leonardo Costa,748.517.528-73,(93) 94300-9950,MT,SILVER
user_460,Gabriel Pereira,188.871.632-46,(64) 48769-1578,AL,GOLD
user_461,Bruno Silva,434.162.486-63,(64) 31652-2614,RN,GOLD
user_462,Carlos Ribeiro,144.887.992-81,(65) 88213-3704,TO,DIAMOND
user_463,Vinicius Almeida,010.199.887-21,(57) 72991-0170,MG,PLATINUM
user_464,Mariana Cardoso,924.869.388-95,(62) 65749-9730,BA,GOLD
user_465,Tatiana Rocha,070.662.282-35,(68) 42831-7774,RJ,PLATINUM
user_466,Leonardo Costa,755.372.771-09,(47) 88964-6046,SC,DIAMOND
user_467,Clara Rocha,626.424.651-07,(36) 88969-5515,RO,GOLD
user_468,Leonardo Barbosa,592.232.796-03,(21) 33061-8912,RO,DIAMOND
user_469,Eduardo Costa,938.537.350-97,(87) 60114-2513,PR,SILVER
user_470,Renata Rocha,580.509.422-60,(31) 22803-6353,AM,PLATINUM
user_471,Gabriel Barbosa,424.882.358-16,(63) 17613-3822,PI,DIAMOND
user_472,Karen Nascimento,681.375.387-48,(31) 45768-5025,MS,SILVER
user_473,Gabriel Almeida,700.004.258-09,(82) 97518-6311,RN,GOLD
user_474,Eduardo Nascimento,003.732.388-82,(81) 74975-6271,AP,PLATINUM
user_475,Olivia Lima,186.662.283-87,(94) 10352-5248,SE,DIAMOND
user_476,Daniela Cardoso,727.531.586-59,(28) 56570-1542,BA,DIAMOND
user_477,Eduardo Barbosa,010.048.129-78,(42) 72705-0783,AC,GOLD
user_478,Bruno Costa,877.508.491-93,(21) 88100-1615,TO,SILVER
user_479,Tatiana Melo,111.574.891-47,(62) 43512-6589,PI,GOLD
user_480,Clara Gomes,121.847.919-27,(41) 87852-2530,AC,GOLD
user_481,Ana Souza,704.813.564-67,(68) 75732-9947,MG,SILVER
user_482,Clara Ribeiro,306.323.954-32,(58) 45243-4951,GO,PLATINUM
user_483,Clara Rocha,717.498.177-23,(55) 96909-4741,MA,DIAMOND
user_484,Clara Almeida,237.195.655-12,(66) 29515-7704,RS,PLATINUM
user_485,Gabriel Rocha,632.564.214-15,(77) 70317-9865,GO,DIAMOND
user_486,Yasmin Barbosa,127.562.520-10,(91) 17259-4547,SC,PLATINUM
user_487,Rafael Ferreira,527.262.709-45,(16) 57220-2900,RS,GOLD
user_488,Vinicius Rocha,547.664.690-22,(76) 59201-3202,SP,PLATINUM
user_489,Vinicius Melo,099.090.576-78,(11) 54334-6754,CE,PLATINUM
user_490,Júlia Silva,053.263.395-63,(56) 20515-7406,ES,PLATINUM
user_491,Ana Oliveira,787.672.832-82,(72) 60280-0351,PR,GOLD
user_492,Bruno Cardoso,010.893.337-32,(71) 25124-3033,BA,SILVER
user_493,Júlia Ferreira,269.261.970-27,(52) 51754-4069,ES,DIAMOND
user_494,Carlos Gomes,078.187.690-67,(89) 21832-5872,RN,SILVER
user_495,Helena Pereira,615.801.041-63,(69) 20093-7845,DF,SILVER
user_496,Samuel Silva,613.574.564-59,(30) 57094-7421,RR,GOLD
user_497,Daniela Ribeiro,157.467.120-61,(43) 35014-1778,SC,PLATINUM
user_498,Karen Pereira,081.681.307-02,(60) 76351-5942,RO,DIAMOND
user_499,Nicolas Silva,711.303.726-74,(88) 19416-8593,MG,DIAMOND
user_500,Nicolas Melo,816.421.532-90,(37) 59223-2682,SC,DIAMOND
